id,lat,lng
16,42.3701819152138,-71.10032866578884
20,42.37068128382776,-71.09992871924136
31,42.37196379537641,-71.09776642673657
32,42.37145021346369,-71.09635206937747
33,42.37173081507333,-71.09618202005618
34,42.37178044909603,-71.09615237059096
35,42.3722388229113,-71.09587199897851
36,42.37270509369581,-71.09559525503907
37,42.37203343088804,-71.09586845651698
38,42.37188455411973,-71.0959613769422
39,42.371370100889294,-71.09627995863748
40,42.37023715345618,-71.09646517394759
41,42.37015528317534,-71.09635596683222
42,42.37030942162682,-71.09603747859977
43,42.37040936576005,-71.09598757479195
44,42.370598550361855,-71.09588704177197
45,42.37111363222689,-71.09558169118034
46,42.370518016446155,-71.09577784242687
47,42.37023375195896,-71.09594152784334
84,42.37085472897271,-71.09345592720082
88,42.37056682506145,-71.09358322055144
89,42.37049422799843,-71.09346676738255
90,42.370452694056766,-71.09359254396554
91,42.37027056316438,-71.09352641656834
92,42.370173795843584,-71.09350895412028
93,42.36991807155288,-71.09343077500714
97,42.36960046332207,-71.0939277062453
98,42.37077164656059,-71.09410077633687
99,42.370658164695314,-71.09414656198632
100,42.370583570039756,-71.09417490744663
101,42.37056870031212,-71.0940377736232
102,42.37049313007305,-71.09420666539312
103,42.370255819626465,-71.09429661718362
104,42.37020286773046,-71.09417295108656
105,42.369895188660955,-71.09428935401743
106,42.36979286107069,-71.09447245544385
107,42.369715280404,-71.09450176870153
108,42.369010416480315,-71.09476891152616
109,42.36897030269648,-71.09478142882028
117,42.36902388214743,-71.09374349877578
118,42.369001320533734,-71.09387823290201
119,42.368911555808985,-71.0939086238898
120,42.368946071324174,-71.0941934348882
121,42.368923693474585,-71.09432595875873
122,42.3688410009664,-71.09431729566857
123,42.37351198180691,-71.09442105727823
124,42.37371675419527,-71.09448672858346
125,42.37036872440298,-71.09701091824182
126,42.37021782530271,-71.09709913393263
127,42.37000911736325,-71.09709392726987
128,42.36988973394689,-71.09728157837534
129,42.369668419240966,-71.09729269803279
130,42.369707770412845,-71.09726165878648
131,42.369573236546856,-71.09746883071432
132,42.36950825711071,-71.09750519512747
133,42.369372371679546,-71.09758596386528
134,42.369308087137945,-71.09761997377805
135,42.36923893540507,-71.09766039454018
136,42.36918066375564,-71.09769782374589
137,42.369117123415606,-71.09773254221697
208,42.37368325418282,-71.09994099437075
209,42.37363025054309,-71.09951634207985
210,42.3692729805947,-71.09738020443942
211,42.369185629181764,-71.09725610683721
212,42.369072563488345,-71.0970924747993
213,42.368963515293395,-71.09693160122832
214,42.36924472221695,-71.09664482500953
221,42.37586312214354,-71.10561937821113
244,42.37520001833759,-71.10577542993622
245,42.37508788677757,-71.10580166379943
246,42.374854614343086,-71.10585633967787
247,42.37032568190466,-71.10039091846514
273,42.369791678103944,-71.10076471231577
276,42.36916342392617,-71.09740121891095
277,42.3690730087836,-71.09726982667841
278,42.368931528124534,-71.0970626057039
279,42.36885509839489,-71.09694969264336
280,42.36849034837629,-71.09707348679454
281,42.368338797854186,-71.09716034740562
282,42.36898468808145,-71.0976871534174
283,42.36960205715155,-71.09593315027702
284,42.36929043028629,-71.09648085515369
285,42.369187953903065,-71.09653865443259
286,42.368989551815076,-71.09665209210479
287,42.36888948002535,-71.09670921056204
288,42.369226844173404,-71.09547286688758
289,42.3679188027866,-71.09517899403369
290,42.36800013487265,-71.09514857835543
291,42.36865230166367,-71.0949053479859
292,42.36917947709722,-71.09541703620272
293,42.368141757052165,-71.09415462205838
294,42.36823291654929,-71.09426628075553
295,42.36829362731141,-71.09434229933711
296,42.36844472553715,-71.09452658610718
297,42.368573855016955,-71.09467864325606
298,42.36851224441331,-71.09481006913336
299,42.368271495439906,-71.09489924804052
300,42.36810808325774,-71.09496313790072
301,42.36801867952758,-71.09499920829093
302,42.367869907633356,-71.0950525755572
303,42.367824151646516,-71.09507079488849
304,42.36712024731279,-71.09426077075638
306,42.367566368981535,-71.09345480483402
307,42.36763805285155,-71.09354480375988
308,42.367701831296934,-71.0936202877905
309,42.36779390766266,-71.0937252898032
310,42.367847422007415,-71.09379292923539
356,42.371091701317745,-71.09834613386963
357,42.3705975669324,-71.09868720287695
358,42.370535898001364,-71.09872847553157
359,42.37046313723247,-71.09878235890618
360,42.370264892352914,-71.09892182104588
361,42.37013153440297,-71.09901526816549
362,42.37005356330807,-71.09907238721114
363,42.3699618780914,-71.09913377353374
364,42.36985588649265,-71.09921206365824
365,42.36978593571932,-71.09926228997041
366,42.36968279939463,-71.09933067760251
367,42.36962514188423,-71.09936953444885
368,42.369561526670694,-71.099412442904
369,42.36946852831035,-71.09948267047734
370,42.36935577055019,-71.09956611940004
371,42.369295603245185,-71.0996082539756
372,42.36926136344031,-71.09963543608315
373,42.369111748043146,-71.0997298978204
374,42.36902445350199,-71.09980005826975
458,42.374136598561016,-71.10350061504265
459,42.374307402769254,-71.10458936531468
460,42.37436755535778,-71.10526749465966
461,42.37438003387368,-71.10536317244622
462,42.374400045131395,-71.10553096266896
463,42.37463280884059,-71.10590981378348
464,42.37486857902175,-71.10573795103552
465,42.37497068624291,-71.10571575345624
467,42.375391480885234,-71.10561505632441
468,42.37545174416502,-71.10559504609702
469,42.37558692407186,-71.10557003383543
470,42.37565411559715,-71.10555612149031
471,42.37586139588152,-71.10550131334274
499,42.36705052042241,-71.09433375993828
501,42.368753918990556,-71.09941350343571
502,42.36868660364568,-71.09923684444429
503,42.368647163956204,-71.09914394692055
504,42.36862549913711,-71.09908086810542
505,42.370551653286256,-71.09774788061986
506,42.370461112295104,-71.09779860085254
507,42.370365449074406,-71.09785612792454
508,42.37027077736297,-71.09791127088532
509,42.37015937486078,-71.0979775674486
738,42.36867124003976,-71.10139987555418
739,42.368774411698986,-71.10132771765578
740,42.36897249463756,-71.10118670160038
998,42.36859239565365,-71.09365229023766
999,42.36909016401588,-71.10063254804913
1001,42.37214335750897,-71.09344192062152
1020,42.37196055986586,-71.09351153890486
1021,42.37190647013415,-71.09353128627227
1022,42.371599674530316,-71.09364414060921
1023,42.37142141646621,-71.09370938489134
1098,42.37122979383631,-71.09957848226345
1099,42.371876065708165,-71.09870239798622
1100,42.371814113455585,-71.09862681826763
1101,42.370309754247835,-71.09901518832609
1102,42.3702573605366,-71.09905188926041
1103,42.370165599383306,-71.09911854847756
1104,42.3700490872058,-71.09919891427147
1105,42.36998872732623,-71.0992420986062
1106,42.369905430564984,-71.09930109317513
1107,42.36978814491129,-71.09938100756793
1108,42.369451811980966,-71.099623143941
3589,42.36899674525977,-71.10132567444673
3593,42.36852524549821,-71.10166148040904
3594,42.36844577208648,-71.10172123038488
3595,42.36822402255633,-71.1018753881717
3596,42.36773351819366,-71.1022225432421
3599,42.36758096442392,-71.10233385319317
3605,42.367165670924074,-71.10262704385872
3618,42.36997576532156,-71.10174254555548
3619,42.369704264062854,-71.10181819004937
3620,42.369742597050234,-71.10079862094643
3621,42.37096122304561,-71.10075468391149
3626,42.371092973497134,-71.10094460892671
3627,42.37189064762676,-71.10037679911987
3720,42.37367426563631,-71.09801152774664
3721,42.373582547326635,-71.0980730812454
3752,42.37209266860971,-71.09781333927603
3753,42.37195151735186,-71.0978976493827
3754,42.37181954709607,-71.09797692564283
3755,42.37177861428516,-71.09800226722469
3756,42.37164587643886,-71.0980820255458
3757,42.3718696233238,-71.09844812507983
3758,42.37194959247228,-71.09855103560594
3759,42.37202180587805,-71.09864626924053
3760,42.37207326518671,-71.09870333711652
3761,42.37214459047806,-71.09877951116515
3762,42.372371161065715,-71.09877334155706
3763,42.37243561199117,-71.09872819093691
3781,42.37252630615433,-71.09992316263576
3861,42.374309989034636,-71.09644187585847
3862,42.37394608404925,-71.09669927525597
3863,42.37388057771273,-71.09674767743385
3864,42.37338731843735,-71.09710385951315
3865,42.37335921607298,-71.09737485454582
3866,42.37338105293546,-71.09757703714233
3867,42.373403993518025,-71.09774942735451
3868,42.37403954095375,-71.09759171675799
3869,42.37409747511713,-71.09755466606009
3870,42.3678959283947,-71.10194968278134
3871,42.36781239208553,-71.10200899827692
3872,42.3674856205843,-71.10223912599083
3873,42.367108430039,-71.10250933374896
4355,42.36962923246548,-71.10318126716915
4356,42.36947681094316,-71.10327597571751
4359,42.36934061181524,-71.10337337136367
4360,42.369299092389426,-71.10340053233342
4361,42.36920333802707,-71.10346551509997
4362,42.36914995548114,-71.10350110311073
4364,42.3687455011253,-71.10150540050232
4365,42.36942410706382,-71.10151052673343
4366,42.369482654740466,-71.10163337925881
4367,42.369907983703776,-71.10270756661377
4368,42.369964421631835,-71.10284686730827
4369,42.36908432683428,-71.10025039790223
4370,42.36919837181725,-71.10053432682538
4371,42.36925988352829,-71.10069454629549
4372,42.3698313774552,-71.10057730881482
4373,42.36993087498171,-71.10050664243369
4374,42.370530216582495,-71.1000814253428
4375,42.37065026881277,-71.0999955173177
4376,42.3707416199556,-71.09993164155283
5090,42.37329085091052,-71.09690425521993
5091,42.37327202726099,-71.09677086633053
5093,42.373232848963305,-71.09645132787341
5094,42.37326043111754,-71.096663773986
5095,42.373466428855615,-71.09610139818498
5096,42.37356343928764,-71.09604194880728
5097,42.37434900369475,-71.09628812778358
5098,42.37422184866434,-71.09638058123414
5099,42.374159900107045,-71.09642452026118
5100,42.37375444074133,-71.09671185416255
5101,42.37366461894028,-71.09677580652414
5102,42.37297625725208,-71.09727323300852
5103,42.37286715120729,-71.09734088125211
5104,42.37271948299312,-71.09742907213537
5105,42.372672423743644,-71.09745919615354
5106,42.37258405594643,-71.09751361118654
5107,42.372520036430906,-71.09755276522726
5108,42.37243233513722,-71.09760431116604
5445,42.367101923360714,-71.09991905551085
5446,42.367191926244146,-71.09985560110712
5447,42.36727296576228,-71.09979619853486
5448,42.36735009203922,-71.09974360276092
5826,42.36921862879653,-71.10644183188916
5827,42.369150333455316,-71.10651440214622
5828,42.36891085277314,-71.10673884345157
5829,42.36875013561618,-71.106886859222
5830,42.3697333811251,-71.10421661113513
5831,42.369793352073266,-71.10437739213705
5834,42.36771546700488,-71.10571324528456
5835,42.36787217681231,-71.10556261735954
5836,42.36795574777282,-71.10548512315934
5838,42.36808047824387,-71.1053646685813
5839,42.36821690493449,-71.10522988907256
5840,42.36826747157391,-71.10517871385711
5841,42.36844620540763,-71.10500863151726
5842,42.36848739421553,-71.10496798805757
5843,42.36882449696149,-71.10559436476954
5844,42.36874402203474,-71.10567298543162
5845,42.36851474189913,-71.10589253694607
5846,42.36799379805691,-71.10639253758731
5847,42.367922772604196,-71.10646266845585
5848,42.36868048558364,-71.10392765888281
5849,42.36860677986574,-71.10397703292674
5850,42.36839967486006,-71.10411553444487
5851,42.368216094605486,-71.10423946410427
5852,42.36773584009745,-71.10455770671973
5853,42.36758358360316,-71.10466684094483
5854,42.36749589427211,-71.10473478779356
5855,42.36735071280114,-71.10489003284187
5857,42.367611292358774,-71.10568022413781
5858,42.367742684783664,-71.10555216164126
5859,42.367862997956045,-71.10543737950758
5860,42.36801593719089,-71.1052908445859
5861,42.36810454214431,-71.10520475415579
5862,42.368275052023485,-71.10503856871115
5863,42.3684132769759,-71.10490565831563
5864,42.36849237590394,-71.10482503700877
5865,42.368540078149415,-71.1047813252333
5866,42.36861632090506,-71.1047082855108
5867,42.368742754837896,-71.10458544800777
5868,42.369097762302005,-71.10416389179858
5947,42.37059523990684,-71.1051358177533
5948,42.37099373809833,-71.1054574491136
5949,42.37110887860889,-71.10574479714988
5950,42.371072814498255,-71.10565546177654
5952,42.371086782722315,-71.1061685810807
5953,42.37083376101021,-71.10632367948412
5954,42.37074385701816,-71.10637118957803
5955,42.37048605070166,-71.1065309950502
5956,42.370716955132,-71.10677143699965
5957,42.37097045519283,-71.1075331657563
5967,42.37168026755481,-71.1075655135179
5968,42.37161748385357,-71.10761022443272
6124,42.370719269750076,-71.10476632499285
6125,42.370602779611296,-71.1049703346735
6126,42.370468716634335,-71.1050963774191
6127,42.370217784590125,-71.10533475087237
6172,42.370745720410966,-71.10658650338034
6173,42.37077678659321,-71.106676970835
6174,42.37089482733554,-71.10703400693787
6175,42.37093796804759,-71.10715136703794
6176,42.37104614316158,-71.10748928873483
6177,42.37110779124043,-71.10767676126777
6178,42.371239109776106,-71.10777229548998
6179,42.37113599247759,-71.10775693198687
6180,42.37136073538022,-71.10768466941367
6181,42.37150633076137,-71.10758005162114
6182,42.37159657138695,-71.10751721170554
6424,42.36830575744341,-71.1071630461507
6425,42.368687279016605,-71.10679275639117
6426,42.368750331742916,-71.10674128585526
6427,42.36915636932084,-71.10635342968394
6428,42.3694101022742,-71.10609596821912
6429,42.369671217692655,-71.10578564011307
6430,42.36961617224451,-71.10563250373077
6536,42.36950976272027,-71.10741453849366
6537,42.3694316358255,-71.10750561973607
6538,42.369381893400785,-71.10756190838329
6558,42.36908604900515,-71.09571655326809
6559,42.36897021550416,-71.09578220890462
6560,42.36976822063111,-71.09588289430907
6561,42.36978405335702,-71.096336481783
6562,42.37029291002095,-71.09653078254482
6771,42.37038417038765,-71.10790452910467
6772,42.3701592661131,-71.10709387305826
6773,42.370124350284364,-71.10696409412105
6774,42.370143235364694,-71.1067354816419
6775,42.37023569809988,-71.10668287754183
6776,42.369946011118834,-71.10692120595652
6777,42.37022098027856,-71.10681527450508
6778,42.370316035786345,-71.10675502416602
6779,42.36945518892429,-71.1062141061202
6780,42.36955633968701,-71.10544605663823
6782,42.368841159111625,-71.10462708920369
6783,42.369021055709446,-71.10445549083533
6784,42.36910828591081,-71.10437104047645
6785,42.369089264893105,-71.10425280272516
6786,42.36883977988745,-71.10381901578528
6787,42.36896295039479,-71.10346165988692
6788,42.36893336505373,-71.10337886703513
6789,42.36884565959862,-71.10344738386662
6791,42.36871116741231,-71.1030670646532
6793,42.36875823299692,-71.10288307607856
7087,42.37044283806178,-71.10261182708405
7088,42.36996090530045,-71.10246616927024
7089,42.369857920039536,-71.10220422394528
7090,42.36981785253004,-71.102099934842
7091,42.369959785696075,-71.10188111719104
7092,42.36987890369316,-71.10193776515943
